,DATE_TIME,PLANT_ID,SOURCE_KEY,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,Date,Time,Relative Humidity (%),Pressure (hPa),Wind speed (m/s),Wind direction,Rainfall (kg/m2)
1384,2020-05-30 10:30:00,4136001,iq8k7ZNt4Mwm3w0,29.42414586206897,41.107080931034496,0.7076214027586208,2020-05-30,10:30:00,56.01,990.3,5.43,278.7,0.0046630000000000005
1385,2020-05-30 10:45:00,4136001,iq8k7ZNt4Mwm3w0,30.913739966666665,49.52102430000001,0.9369564706666664,2020-05-30,10:45:00,56.57,990.25,5.45,278.9,0.004808
1386,2020-05-30 11:00:00,4136001,iq8k7ZNt4Mwm3w0,31.278098466666666,47.35640383333333,0.7625164443333334,2020-05-30,11:00:00,57.28,990.23,5.45,279.16,0.0047729999999999995
1387,2020-05-30 11:15:00,4136001,iq8k7ZNt4Mwm3w0,31.905789172413787,51.04826313793105,0.987074708275862,2020-05-30,11:15:00,58.01,990.22,5.44,279.42,0.004738
1388,2020-05-30 11:30:00,4136001,iq8k7ZNt4Mwm3w0,32.40038546666666,51.64018856666666,0.8328051736666666,2020-05-30,11:30:00,58.74,990.2,5.44,279.68,0.0047020000000000005
1389,2020-05-30 11:45:00,4136001,iq8k7ZNt4Mwm3w0,32.96299803448276,54.698689413793105,1.0359709579310343,2020-05-30,11:45:00,59.64,990.24,5.41,280.01,0.004219
1390,2020-05-30 12:00:00,4136001,iq8k7ZNt4Mwm3w0,33.164021700000006,50.69174596666666,0.6177821153333332,2020-05-30,12:00:00,60.7,990.32,5.35,280.4,0.003288
1391,2020-05-30 12:15:00,4136001,iq8k7ZNt4Mwm3w0,33.14692303333333,47.62712613333333,0.6965329063333334,2020-05-30,12:15:00,61.78,990.41,5.29,280.8,0.002358
1392,2020-05-30 12:30:00,4136001,iq8k7ZNt4Mwm3w0,34.255510931034486,56.787030551724136,0.9960414413793104,2020-05-30,12:30:00,62.88,990.49,5.24,281.2,0.0014269999999999999
1393,2020-05-30 12:45:00,4136001,iq8k7ZNt4Mwm3w0,34.492779533333334,57.07707833333335,0.8844608359999999,2020-05-30,12:45:00,64.05,990.6,5.16,281.64,0.0009050000000000001
1394,2020-05-30 13:00:00,4136001,iq8k7ZNt4Mwm3w0,35.01506744827586,54.85168558620689,0.8438060293103448,2020-05-30,13:00:00,65.29,990.74,5.07,282.1,0.000791
1395,2020-05-30 13:15:00,4136001,iq8k7ZNt4Mwm3w0,35.57238653333333,57.65958873333334,0.9409397846666666,2020-05-30,13:15:00,66.55,990.88,4.98,282.58,0.000677
1396,2020-05-30 13:30:00,4136001,iq8k7ZNt4Mwm3w0,35.86465056666667,56.2409188,0.8167053623333334,2020-05-30,13:30:00,67.84,991.02,4.89,283.08,0.000563
1397,2020-05-30 13:45:00,4136001,iq8k7ZNt4Mwm3w0,36.170828896551726,55.44899665517242,0.8500879662068966,2020-05-30,13:45:00,68.96,991.17,4.79,283.44,0.000495
1398,2020-05-30 14:00:00,4136001,iq8k7ZNt4Mwm3w0,35.8791038,52.71295663333334,0.8242602379999999,2020-05-30,14:00:00,69.89,991.35,4.69,283.66,0.00047300000000000006
1399,2020-05-30 14:15:00,4136001,iq8k7ZNt4Mwm3w0,35.94459365517241,51.349900724137925,0.7934317486206894,2020-05-30,14:15:00,70.84,991.52,4.6,283.89,0.00045
1400,2020-05-30 14:30:00,4136001,iq8k7ZNt4Mwm3w0,36.025648866666685,50.67859720000001,0.7504877179999998,2020-05-30,14:30:00,71.79,991.7,4.5,284.13,0.00042800000000000005
1401,2020-05-30 14:45:00,4136001,iq8k7ZNt4Mwm3w0,36.46223937931035,49.67382806896551,0.7266899831034483,2020-05-30,14:45:00,72.58,991.85,4.41,284.19,0.000493
1402,2020-05-30 15:00:00,4136001,iq8k7ZNt4Mwm3w0,37.03829123333333,49.66475023333333,0.6808359306666666,2020-05-30,15:00:00,73.19,991.97,4.31,284.04,0.000646
1403,2020-05-30 15:15:00,4136001,iq8k7ZNt4Mwm3w0,37.428121,49.05892453333333,0.6243103806666666,2020-05-30,15:15:00,73.81,992.1,4.22,283.88,0.000799
1404,2020-05-30 15:30:00,4136001,iq8k7ZNt4Mwm3w0,36.871171517241365,48.76117779310346,0.5755358613793102,2020-05-30,15:30:00,74.43,992.23,4.12,283.72,0.0009519999999999999
1405,2020-05-30 15:45:00,4136001,iq8k7ZNt4Mwm3w0,36.61823533333333,46.94166666666667,0.5236087176666666,2020-05-30,15:45:00,74.96,992.33,4.04,283.48,0.001121
1406,2020-05-30 16:00:00,4136001,iq8k7ZNt4Mwm3w0,36.55245013793103,45.959262,0.4692858168965516,2020-05-30,16:00:00,75.41,992.4,3.96,283.16,0.001306
1407,2020-05-30 16:15:00,4136001,iq8k7ZNt4Mwm3w0,36.42646713333333,43.91818623333333,0.41486237266666665,2020-05-30,16:15:00,75.86,992.47,3.88,282.82,0.001491
1408,2020-05-30 16:30:00,4136001,iq8k7ZNt4Mwm3w0,36.28947668965519,42.77483834482759,0.3615315610344827,2020-05-30,16:30:00,76.31,992.54,3.81,282.48,0.0016760000000000002
1409,2020-05-30 16:45:00,4136001,iq8k7ZNt4Mwm3w0,36.38166093333334,41.71702763333334,0.31263366733333336,2020-05-30,16:45:00,76.7,992.59,3.73,282.19,0.002484
1410,2020-05-30 17:00:00,4136001,iq8k7ZNt4Mwm3w0,35.91564846666665,40.487598766666665,0.25256509366666663,2020-05-30,17:00:00,77.0,992.6,3.65,281.96,0.003913000000000001
1411,2020-05-30 17:15:00,4136001,iq8k7ZNt4Mwm3w0,35.454899103448284,38.62065175862069,0.20114150517241372,2020-05-30,17:15:00,77.31,992.61,3.57,281.72,0.005342
1412,2020-05-30 17:30:00,4136001,iq8k7ZNt4Mwm3w0,35.16447003571429,37.38918960714285,0.15282240964285715,2020-05-30,17:30:00,77.62,992.63,3.49,281.47,0.006770999999999999
1413,2020-05-30 17:45:00,4136001,iq8k7ZNt4Mwm3w0,34.806607931034485,35.95724386206897,0.0987987890689655,2020-05-30,17:45:00,77.87,992.59,3.41,280.99,0.007865
1414,2020-05-30 18:00:00,4136001,iq8k7ZNt4Mwm3w0,34.11661996666666,34.23459079999999,0.0489493161,2020-05-30,18:00:00,78.05,992.51,3.34,280.25,0.008623
1415,2020-05-30 18:15:00,4136001,iq8k7ZNt4Mwm3w0,33.7702291724138,33.27685844827586,0.02756176220689656,2020-05-30,18:15:00,78.24,992.42,3.26,279.47,0.00938
1416,2020-05-30 18:30:00,4136001,iq8k7ZNt4Mwm3w0,33.38554473333334,32.38202500000001,0.01040044736,2020-05-30,18:30:00,78.42,992.33,3.18,278.66,0.010138
1417,2020-05-30 18:45:00,4136001,iq8k7ZNt4Mwm3w0,32.99551386206897,31.721315551724143,0.0005597350229310346,2020-05-30,18:45:00,78.57,992.23,3.11,277.72,0.010527
1418,2020-05-30 19:00:00,4136001,iq8k7ZNt4Mwm3w0,32.823653166666666,31.564240400000006,0.0,2020-05-30,19:00:00,78.68,992.12,3.04,276.66,0.010546999999999999
1419,2020-05-30 19:15:00,4136001,iq8k7ZNt4Mwm3w0,32.647284103448285,31.33284772413793,0.0,2020-05-30,19:15:00,78.8,992.01,2.97,275.54,0.010565999999999999
1420,2020-05-30 19:30:00,4136001,iq8k7ZNt4Mwm3w0,32.199495299999995,30.375280733333334,0.0,2020-05-30,19:30:00,78.91,991.89,2.9,274.37,0.010586
1421,2020-05-30 19:45:00,4136001,iq8k7ZNt4Mwm3w0,31.74300303448276,29.32339282758621,0.0,2020-05-30,19:45:00,79.03,991.79,2.83,273.3,0.010969
1422,2020-05-30 20:00:00,4136001,iq8k7ZNt4Mwm3w0,30.889555900000005,28.18157963333333,0.0,2020-05-30,20:00:00,79.17,991.69,2.76,272.33,0.011715
1423,2020-05-30 20:15:00,4136001,iq8k7ZNt4Mwm3w0,29.999992586206908,27.5773935862069,0.0,2020-05-30,20:15:00,79.3,991.59,2.68,271.31,0.012461
1424,2020-05-30 20:30:00,4136001,iq8k7ZNt4Mwm3w0,30.71953423333333,27.718881000000003,0.0,2020-05-30,20:30:00,79.43,991.49,2.61,270.23,0.013207
1425,2020-05-30 20:45:00,4136001,iq8k7ZNt4Mwm3w0,30.1452219,27.410910966666666,0.0,2020-05-30,20:45:00,79.44,991.41,2.55,269.37,0.014713999999999998
1426,2020-05-30 21:00:00,4136001,iq8k7ZNt4Mwm3w0,30.086470000000002,27.061780275862073,0.0,2020-05-30,21:00:00,79.31,991.35,2.49,268.75,0.016983
1427,2020-05-30 21:15:00,4136001,iq8k7ZNt4Mwm3w0,29.662378933333336,26.671178166666664,0.0,2020-05-30,21:15:00,79.18,991.29,2.43,268.09,0.019251
1428,2020-05-30 21:30:00,4136001,iq8k7ZNt4Mwm3w0,29.786013103448273,26.178995000000004,0.0,2020-05-30,21:30:00,79.05,991.24,2.37,267.41,0.021519999999999997
1429,2020-05-30 21:45:00,4136001,iq8k7ZNt4Mwm3w0,29.67955723333333,25.69806613333333,0.0,2020-05-30,21:45:00,78.95,991.21,2.33,267.22,0.021853
1430,2020-05-30 22:00:00,4136001,iq8k7ZNt4Mwm3w0,29.094958399999996,25.20096026666667,0.0,2020-05-30,22:00:00,78.87,991.23,2.31,267.56,0.020252000000000003
1431,2020-05-30 22:15:00,4136001,iq8k7ZNt4Mwm3w0,28.566172620689656,24.988610620689656,0.0,2020-05-30,22:15:00,78.79,991.25,2.28,267.91,0.018650999999999997
1432,2020-05-30 22:30:00,4136001,iq8k7ZNt4Mwm3w0,28.682131833333337,25.62156166666667,0.0,2020-05-30,22:30:00,78.71,991.27,2.26,268.27,0.017049
1433,2020-05-30 22:45:00,4136001,iq8k7ZNt4Mwm3w0,28.516374379310346,25.832993172413797,0.0,2020-05-30,22:45:00,78.64,991.31,2.24,268.94,0.016008
1434,2020-05-30 23:00:00,4136001,iq8k7ZNt4Mwm3w0,28.163496933333334,25.648109866666665,0.0,2020-05-30,23:00:00,78.59,991.37,2.24,269.92,0.015527000000000001
1435,2020-05-30 23:15:00,4136001,iq8k7ZNt4Mwm3w0,27.899650862068967,25.263016103448273,0.0,2020-05-30,23:15:00,78.54,991.44,2.23,270.9,0.015046
1436,2020-05-30 23:30:00,4136001,iq8k7ZNt4Mwm3w0,27.798886966666664,25.04084273333333,0.0,2020-05-30,23:30:00,78.48,991.5,2.23,271.89,0.014563999999999999
1437,2020-05-30 23:45:00,4136001,iq8k7ZNt4Mwm3w0,27.731472633333336,24.894776399999994,0.0,2020-05-30,23:45:00,78.38,991.59,2.2,272.84,0.014294999999999999
1438,2020-05-31 00:00:00,4136001,iq8k7ZNt4Mwm3w0,27.240089172413803,24.326188655172416,0.0,2020-05-31,00:00:00,75.37,993.13,3.03,261.16,0.021227
1439,2020-05-31 00:15:00,4136001,iq8k7ZNt4Mwm3w0,27.18077793333333,24.19800923333333,0.0,2020-05-31,00:15:00,78.09,991.84,2.11,274.79,0.014180000000000002
1440,2020-05-31 00:30:00,4136001,iq8k7ZNt4Mwm3w0,27.63067831034482,24.354256344827586,0.0,2020-05-31,00:30:00,77.94,991.96,2.07,275.82,0.014122
1441,2020-05-31 00:45:00,4136001,iq8k7ZNt4Mwm3w0,27.532306,24.118866000000004,0.0,2020-05-31,00:45:00,77.53,992.12,2.04,277.09,0.013686000000000002
1442,2020-05-31 01:00:00,4136001,iq8k7ZNt4Mwm3w0,27.24455036666667,24.198669433333336,0.0,2020-05-31,01:00:00,76.85,992.3,2.02,278.59,0.012871
1443,2020-05-31 01:15:00,4136001,iq8k7ZNt4Mwm3w0,27.00920258620689,24.19934713793104,0.0,2020-05-31,01:15:00,76.18,992.49,2.01,280.1,0.012056
1444,2020-05-31 01:30:00,4136001,iq8k7ZNt4Mwm3w0,27.197297200000005,24.45462746666667,0.0,2020-05-31,01:30:00,75.52,992.67,2.0,281.64,0.011241
1445,2020-05-31 01:45:00,4136001,iq8k7ZNt4Mwm3w0,27.05856948275862,24.347838241379307,0.0,2020-05-31,01:45:00,74.54,992.84,1.98,282.92,0.010452
1446,2020-05-31 02:00:00,4136001,iq8k7ZNt4Mwm3w0,26.798573966666666,24.09575603333333,0.0,2020-05-31,02:00:00,73.28,992.99,1.96,283.96,0.00969
1447,2020-05-31 02:15:00,4136001,iq8k7ZNt4Mwm3w0,26.526500793103448,23.984698137931037,0.0,2020-05-31,02:15:00,72.03,993.14,1.94,285.02,0.008928
1448,2020-05-31 02:30:00,4136001,iq8k7ZNt4Mwm3w0,26.08521223333333,23.59523426666667,0.0,2020-05-31,02:30:00,70.81,993.29,1.92,286.1,0.008166
1449,2020-05-31 02:45:00,4136001,iq8k7ZNt4Mwm3w0,26.013380900000005,23.499401866666666,0.0,2020-05-31,02:45:00,69.58,993.42,1.93,285.9,0.007611
1450,2020-05-31 03:00:00,4136001,iq8k7ZNt4Mwm3w0,25.993267275862074,23.6857364137931,0.0,2020-05-31,03:00:00,68.37,993.53,1.97,284.43,0.007264
1451,2020-05-31 03:15:00,4136001,iq8k7ZNt4Mwm3w0,26.08363966666667,23.89557200000001,0.0,2020-05-31,03:15:00,67.17,993.64,2.02,283.03,0.006915999999999999
1452,2020-05-31 03:30:00,4136001,iq8k7ZNt4Mwm3w0,26.01352665517241,24.03578572413793,0.0,2020-05-31,03:30:00,66.0,993.76,2.07,281.69,0.006569
1453,2020-05-31 03:45:00,4136001,iq8k7ZNt4Mwm3w0,25.885065966666666,23.884342399999994,0.0,2020-05-31,03:45:00,64.93,993.83,2.15,279.65,0.006184
1454,2020-05-31 04:00:00,4136001,iq8k7ZNt4Mwm3w0,25.60164676666667,23.5670493,0.0,2020-05-31,04:00:00,63.96,993.88,2.27,277.06,0.005762
1455,2020-05-31 04:15:00,4136001,iq8k7ZNt4Mwm3w0,25.317720620689656,23.214291310344827,0.0,2020-05-31,04:15:00,63.01,993.93,2.39,274.73,0.00534
1456,2020-05-31 04:30:00,4136001,iq8k7ZNt4Mwm3w0,25.169656433333333,23.081614133333336,0.0,2020-05-31,04:30:00,62.08,993.98,2.51,272.63,0.004918
1457,2020-05-31 04:45:00,4136001,iq8k7ZNt4Mwm3w0,25.6225405862069,23.55671224137932,0.0,2020-05-31,04:45:00,61.31,993.97,2.64,270.9,0.004843
1458,2020-05-31 05:00:00,4136001,iq8k7ZNt4Mwm3w0,25.850619733333332,24.0697113,0.0,2020-05-31,05:00:00,60.71,993.9,2.75,269.49,0.005116
1459,2020-05-31 05:15:00,4136001,iq8k7ZNt4Mwm3w0,25.946306103448272,24.674593172413804,0.0,2020-05-31,05:15:00,60.11,993.84,2.87,268.19,0.005388
1460,2020-05-31 05:30:00,4136001,iq8k7ZNt4Mwm3w0,26.212676827586204,25.184758551724144,0.0001694370140344827,2020-05-31,05:30:00,59.52,993.77,2.99,266.99,0.005661
1461,2020-05-31 05:45:00,4136001,iq8k7ZNt4Mwm3w0,26.250502333333333,25.325603066666673,0.0021765761446666666,2020-05-31,05:45:00,59.03,993.68,3.08,265.97,0.006144
1462,2020-05-31 06:00:00,4136001,iq8k7ZNt4Mwm3w0,26.293774862068965,25.354828896551727,0.015424886172413794,2020-05-31,06:00:00,58.64,993.56,3.15,265.09,0.006837
1463,2020-05-31 06:15:00,4136001,iq8k7ZNt4Mwm3w0,26.47503153333333,25.98855486666666,0.041041058633333335,2020-05-31,06:15:00,58.24,993.43,3.21,264.25,0.007529999999999999
1464,2020-05-31 06:30:00,4136001,iq8k7ZNt4Mwm3w0,26.623247000000006,27.165574689655177,0.07117869575862071,2020-05-31,06:30:00,57.86,993.31,3.28,263.44,0.008223999999999999
1465,2020-05-31 06:45:00,4136001,iq8k7ZNt4Mwm3w0,26.876637733333336,28.5874726,0.09533324936666664,2020-05-31,06:45:00,57.56,993.16,3.34,262.49,0.008976999999999999
1466,2020-05-31 07:00:00,4136001,iq8k7ZNt4Mwm3w0,27.106279366666666,29.493136633333325,0.09435344783333334,2020-05-31,07:00:00,57.36,992.99,3.39,261.42,0.009791
1467,2020-05-31 07:15:00,4136001,iq8k7ZNt4Mwm3w0,27.14684634482759,29.543094827586213,0.08389501562068966,2020-05-31,07:15:00,57.16,992.83,3.45,260.37,0.010604
1468,2020-05-31 07:30:00,4136001,iq8k7ZNt4Mwm3w0,27.3117461,29.563504100000007,0.09030872096666664,2020-05-31,07:30:00,56.96,992.66,3.51,259.36,0.011418000000000001
1469,2020-05-31 07:45:00,4136001,iq8k7ZNt4Mwm3w0,27.38396910344828,29.679152862068968,0.11102465765517243,2020-05-31,07:45:00,56.85,992.5,3.58,258.35,0.012085
1470,2020-05-31 08:00:00,4136001,iq8k7ZNt4Mwm3w0,27.74403266666667,31.240413499999995,0.17879275666666666,2020-05-31,08:00:00,56.82,992.35,3.66,257.33,0.012607
1471,2020-05-31 08:15:00,4136001,iq8k7ZNt4Mwm3w0,28.15140893333333,33.575649966666674,0.3013272230000001,2020-05-31,08:15:00,56.79,992.2,3.74,256.36,0.013128
1472,2020-05-31 08:30:00,4136001,iq8k7ZNt4Mwm3w0,28.859030862068966,38.493970137931036,0.3827413824137931,2020-05-31,08:30:00,56.76,992.04,3.83,255.44,0.01365
1473,2020-05-31 08:45:00,4136001,iq8k7ZNt4Mwm3w0,28.90879206666667,37.432584800000015,0.2893271926666667,2020-05-31,08:45:00,56.84,991.9,3.9,254.82,0.013985
1474,2020-05-31 09:00:00,4136001,iq8k7ZNt4Mwm3w0,29.23003620689655,37.51293513793103,0.29354441413793103,2020-05-31,09:00:00,57.02,991.78,3.97,254.49,0.014131999999999999
1475,2020-05-31 09:15:00,4136001,iq8k7ZNt4Mwm3w0,29.559547700000003,39.40730686666668,0.44173680366666657,2020-05-31,09:15:00,57.2,991.66,4.03,254.18,0.014280000000000001
1476,2020-05-31 09:30:00,4136001,iq8k7ZNt4Mwm3w0,30.56817534482759,47.62321131034482,0.7581236731034483,2020-05-31,09:30:00,57.39,991.53,4.1,253.87,0.014427
1477,2020-05-31 09:45:00,4136001,iq8k7ZNt4Mwm3w0,31.15683796666667,51.43617453333332,0.6040004026666668,2020-05-31,09:45:00,57.67,991.44,4.16,253.8,0.014053999999999999
1478,2020-05-31 10:00:00,4136001,iq8k7ZNt4Mwm3w0,31.05239956666667,45.03242686666668,0.45174370799999997,2020-05-31,10:00:00,58.05,991.37,4.2,253.95,0.01316
1479,2020-05-31 10:15:00,4136001,iq8k7ZNt4Mwm3w0,31.722634206896554,47.424566827586204,0.6126659689655173,2020-05-31,10:15:00,58.43,991.31,4.25,254.1,0.012267
1480,2020-05-31 10:30:00,4136001,iq8k7ZNt4Mwm3w0,32.27156283333333,50.19941723333333,0.7158687563333335,2020-05-31,10:30:00,58.82,991.24,4.3,254.25,0.011373000000000001
1481,2020-05-31 10:45:00,4136001,iq8k7ZNt4Mwm3w0,33.31406296551724,57.16649144827586,0.7457961268965518,2020-05-31,10:45:00,59.28,991.22,4.34,254.36,0.010835
1482,2020-05-31 11:00:00,4136001,iq8k7ZNt4Mwm3w0,32.96100906666666,51.62610166666666,0.4808237753333333,2020-05-31,11:00:00,59.83,991.24,4.35,254.44,0.010652
1483,2020-05-31 11:15:00,4136001,iq8k7ZNt4Mwm3w0,33.08877037931034,51.79495462068965,0.7030249227586206,2020-05-31,11:15:00,60.38,991.27,4.37,254.51,0.010469
1484,2020-05-31 11:30:00,4136001,iq8k7ZNt4Mwm3w0,33.533041833333336,54.25535463333333,0.7328439533333334,2020-05-31,11:30:00,60.94,991.3,4.38,254.59,0.010286
1485,2020-05-31 11:45:00,4136001,iq8k7ZNt4Mwm3w0,33.54327724137932,50.77153675862069,0.4505056720689656,2020-05-31,11:45:00,61.56,991.37,4.37,254.63,0.009545999999999999
1486,2020-05-31 12:00:00,4136001,iq8k7ZNt4Mwm3w0,33.67513840000001,55.04916890000001,0.813154215,2020-05-31,12:00:00,62.24,991.48,4.31,254.63,0.008248
1487,2020-05-31 12:15:00,4136001,iq8k7ZNt4Mwm3w0,34.73891906666667,60.83309920000001,0.8998097250000002,2020-05-31,12:15:00,62.94,991.6,4.26,254.64,0.006951000000000001
1488,2020-05-31 12:30:00,4136001,iq8k7ZNt4Mwm3w0,34.076533896551716,52.363130724137925,0.3194593531034484,2020-05-31,12:30:00,63.64,991.72,4.21,254.64,0.005653
1489,2020-05-31 12:45:00,4136001,iq8k7ZNt4Mwm3w0,34.74858209999999,54.45613010000001,0.860170252,2020-05-31,12:45:00,64.37,991.86,4.15,254.57,0.004524
1490,2020-05-31 13:00:00,4136001,iq8k7ZNt4Mwm3w0,35.272652413793104,61.08201006896552,0.8632760117241379,2020-05-31,13:00:00,65.13,992.04,4.08,254.43,0.0035619999999999996
1491,2020-05-31 13:15:00,4136001,iq8k7ZNt4Mwm3w0,35.98741463333333,64.14272070000001,0.9603939863333336,2020-05-31,13:15:00,65.9,992.21,4.01,254.28,0.002601
1492,2020-05-31 13:30:00,4136001,iq8k7ZNt4Mwm3w0,35.82564268965517,63.026533034482746,0.837395707586207,2020-05-31,13:30:00,66.67,992.39,3.93,254.13,0.00164
1493,2020-05-31 13:45:00,4136001,iq8k7ZNt4Mwm3w0,36.07438053333333,62.14148253333333,0.8990759116666666,2020-05-31,13:45:00,67.33,992.56,3.87,253.78,0.001094
1494,2020-05-31 14:00:00,4136001,iq8k7ZNt4Mwm3w0,36.7613546,62.75171296666667,0.9187809383333334,2020-05-31,14:00:00,67.85,992.73,3.81,253.23,0.0009630000000000001
1495,2020-05-31 14:15:00,4136001,iq8k7ZNt4Mwm3w0,36.6087455862069,61.79855031034482,0.6655635313793103,2020-05-31,14:15:00,68.38,992.9,3.75,252.66,0.0008320000000000001
1496,2020-05-31 14:30:00,4136001,iq8k7ZNt4Mwm3w0,31.55435383333333,40.07902133333333,0.3005127816666667,2020-05-31,14:30:00,68.92,993.07,3.69,252.08,0.000701
1497,2020-05-31 14:45:00,4136001,iq8k7ZNt4Mwm3w0,29.097738241379307,32.461152137931045,0.2697951396551724,2020-05-31,14:45:00,69.35,993.24,3.64,251.3,0.000627
1498,2020-05-31 15:00:00,4136001,iq8k7ZNt4Mwm3w0,28.258013866666666,30.5615907,0.40946980466666666,2020-05-31,15:00:00,69.69,993.42,3.6,250.33,0.00061
1499,2020-05-31 15:15:00,4136001,iq8k7ZNt4Mwm3w0,28.61687723333333,34.26511020000001,0.286445456,2020-05-31,15:15:00,70.03,993.6,3.56,249.33,0.000593
1500,2020-05-31 15:30:00,4136001,iq8k7ZNt4Mwm3w0,28.31004703448276,31.66338493103449,0.18249757137931036,2020-05-31,15:30:00,70.37,993.78,3.51,248.31,0.000576
1501,2020-05-31 15:45:00,4136001,iq8k7ZNt4Mwm3w0,28.09238476666667,32.0827222,0.18586289733333333,2020-05-31,15:45:00,70.66,993.93,3.48,247.41,0.0007599999999999999
1502,2020-05-31 16:00:00,4136001,iq8k7ZNt4Mwm3w0,28.06294406896552,31.576013931034478,0.15062582379310346,2020-05-31,16:00:00,70.9,994.04,3.46,246.62,0.001145
1503,2020-05-31 16:15:00,4136001,iq8k7ZNt4Mwm3w0,29.37561533333333,32.16830666666668,0.14377502866666667,2020-05-31,16:15:00,71.13,994.15,3.44,245.82,0.0015300000000000001
1504,2020-05-31 16:30:00,4136001,iq8k7ZNt4Mwm3w0,29.412227,31.889497931034484,0.1258943477586207,2020-05-31,16:30:00,71.37,994.26,3.42,245.01,0.0019149999999999998
1505,2020-05-31 16:45:00,4136001,iq8k7ZNt4Mwm3w0,29.636312833333335,31.64319953333333,0.09490521160000001,2020-05-31,16:45:00,71.56,994.33,3.42,244.42,0.002628
1506,2020-05-31 17:00:00,4136001,iq8k7ZNt4Mwm3w0,29.727227400000004,31.1070222,0.06609004076666668,2020-05-31,17:00:00,71.7,994.38,3.43,244.04,0.003669
1507,2020-05-31 17:15:00,4136001,iq8k7ZNt4Mwm3w0,29.632975689655172,30.42649889655172,0.04000003065517242,2020-05-31,17:15:00,71.84,994.42,3.44,243.67,0.0047090000000000005
1508,2020-05-31 17:30:00,4136001,iq8k7ZNt4Mwm3w0,29.6294576,30.210314766666666,0.05473411336666667,2020-05-31,17:30:00,71.98,994.46,3.45,243.3,0.005749
1509,2020-05-31 17:45:00,4136001,iq8k7ZNt4Mwm3w0,29.26658268965517,29.935880482758613,0.0485714671724138,2020-05-31,17:45:00,72.08,994.44,3.48,243.13,0.006696
1510,2020-05-31 18:00:00,4136001,iq8k7ZNt4Mwm3w0,29.2769705,29.4960744,0.034425974,2020-05-31,18:00:00,72.14,994.34,3.51,243.17,0.007548999999999999
1511,2020-05-31 18:15:00,4136001,iq8k7ZNt4Mwm3w0,29.359654766666665,29.106293833333336,0.01855428371666666,2020-05-31,18:15:00,72.19,994.24,3.55,243.21,0.008402
1512,2020-05-31 18:30:00,4136001,iq8k7ZNt4Mwm3w0,29.01673524137932,28.527480689655174,0.0018831484467931039,2020-05-31,18:30:00,72.25,994.15,3.58,243.25,0.009255
1513,2020-05-31 18:45:00,4136001,iq8k7ZNt4Mwm3w0,28.521704166666666,27.12093813333333,0.0,2020-05-31,18:45:00,72.32,994.02,3.61,243.72,0.009847
1514,2020-05-31 19:00:00,4136001,iq8k7ZNt4Mwm3w0,25.67330182758621,24.19752024137931,7.940190241379313e-06,2020-05-31,19:00:00,72.4,993.86,3.62,244.6,0.010178
1515,2020-05-31 19:15:00,4136001,iq8k7ZNt4Mwm3w0,25.302272400000003,23.84010223333333,0.0006869619313333332,2020-05-31,19:15:00,72.48,993.7,3.64,245.48,0.010509000000000001
1516,2020-05-31 19:30:00,4136001,iq8k7ZNt4Mwm3w0,25.5190387,23.86186216666667,0.0006716413406666666,2020-05-31,19:30:00,72.56,993.54,3.65,246.34,0.01084
1517,2020-05-31 19:45:00,4136001,iq8k7ZNt4Mwm3w0,25.92626117241379,23.717881793103448,0.0012282454462068967,2020-05-31,19:45:00,72.66,993.39,3.65,247.35,0.011062
1518,2020-05-31 20:00:00,4136001,iq8k7ZNt4Mwm3w0,25.868222133333337,23.557260200000005,0.0012794913646666669,2020-05-31,20:00:00,72.78,993.23,3.63,248.52,0.011174
1519,2020-05-31 20:15:00,4136001,iq8k7ZNt4Mwm3w0,25.86443365517241,24.365257551724138,0.0008855208968965518,2020-05-31,20:15:00,72.9,993.08,3.61,249.69,0.011285
1520,2020-05-31 20:30:00,4136001,iq8k7ZNt4Mwm3w0,26.0712495,24.731907466666666,0.00024695061953333334,2020-05-31,20:30:00,73.02,992.92,3.6,250.88,0.011397
1521,2020-05-31 20:45:00,4136001,iq8k7ZNt4Mwm3w0,25.99110468965517,24.672519,0.0,2020-05-31,20:45:00,73.16,992.8,3.57,251.86,0.011694
1522,2020-05-31 21:00:00,4136001,iq8k7ZNt4Mwm3w0,25.90679843333333,24.3962097,0.0,2020-05-31,21:00:00,73.31,992.7,3.53,252.62,0.012176000000000001
1523,2020-05-31 21:15:00,4136001,iq8k7ZNt4Mwm3w0,25.563363896551717,24.169891448275862,0.0,2020-05-31,21:15:00,73.47,992.6,3.49,253.4,0.012657999999999999
1524,2020-05-31 21:30:00,4136001,iq8k7ZNt4Mwm3w0,25.33227123333334,24.05931006666667,0.0,2020-05-31,21:30:00,73.62,992.5,3.45,254.19,0.01314
1525,2020-05-31 21:45:00,4136001,iq8k7ZNt4Mwm3w0,25.28147476666667,24.49779563333333,3.838638000000001e-06,2020-05-31,21:45:00,73.79,992.45,3.42,254.8,0.013499
1526,2020-05-31 22:00:00,4136001,iq8k7ZNt4Mwm3w0,25.278597206896553,25.041368,5.427062534482759e-05,2020-05-31,22:00:00,73.97,992.46,3.39,255.22,0.013734999999999999
1527,2020-05-31 22:15:00,4136001,iq8k7ZNt4Mwm3w0,25.172681666666666,25.05172213333333,0.0,2020-05-31,22:15:00,74.15,992.46,3.36,255.65,0.013971
